01FHZK74A82GK0F23S80J8QNTG,"Chuyển phát nhanh hàng hóa, tài liệu
",01F8A2DCXH5CD5Z87BKTZST1Y3,1000.01,1500,0,0,IN_PROVINCE,25000,2024-12-27 17:14:59,2025-01-04 20:47:01
01FHZK74A82GK0F23S80J8QNTH,"Chuyển phát nhanh hàng hóa, tài liệu
",01F8A2DCXH5CD5Z87BKTZST1Y3,1500.01,2000,0,0,IN_PROVINCE,27000,2024-12-27 17:14:59,2025-01-04 20:47:01
01FHZK74A82GK0F23S80J8QNTI,"Chuyển phát nhanh hàng hóa, tài liệu
",01F8A2DCXH5CD5Z87BKTZST1Y3,2000.01,100000,500,2000,IN_PROVINCE,27000,2024-12-27 17:14:59,2025-01-04 20:47:01
01JH579RSQNDBRXEHAHR25N6R8,Chuyển phát Thương mại điện tử,01F8A2DCXH5CD5Z87BKTZST1Y7,250.01,500,0,0,OUT_PROVINCE,32000,2024-12-27 17:14:59,2025-01-09 16:46:17
01JH57B6W3MVS211J7T05YR1N2,Chuyển phát Tiết kiệm,01F8A2DCXH5CD5Z87BKTZST1Y6,250.01,500,0,0,OUT_PROVINCE,30000,2024-12-27 17:14:59,2025-01-09 16:47:28
01JH57BBQ0HCY8380RZCBGT4JB,Chuyển phát Tiết kiệm,01F8A2DCXH5CD5Z87BKTZST1Y6,0,250,0,0,IN_PROVINCE,20000,2024-12-27 17:14:59,2025-01-09 16:47:28
01JH57BFXSFD8W7BHSS8WVH061,Chuyển phát Tiết kiệm,01F8A2DCXH5CD5Z87BKTZST1Y6,500.01,1000,0,0,IN_PROVINCE,29000,2024-12-27 17:14:59,2025-01-09 16:47:28
01JH57BMJK101DEYNKDCJ6T4Y9,Chuyển phát Tiết kiệm,01F8A2DCXH5CD5Z87BKTZST1Y6,0,250,0,0,OUT_PROVINCE,25000,2024-12-27 17:14:59,2025-01-09 16:47:28
01JH57BRRXP5WC6Q23QQDX11X0,Chuyển phát Tiết kiệm,01F8A2DCXH5CD5Z87BKTZST1Y6,1500.01,2000,0,0,IN_PROVINCE,36000,2024-12-27 17:14:59,2025-01-09 16:47:28
01JH5AH3BSQKKTA4TQVYH40AYE,Chuyển phát Thương mại điện tử,01F8A2DCXH5CD5Z87BKTZST1Y7,500.01,30000,500,3000,IN_PROVINCE,30000,2024-12-27 17:14:59,2025-01-09 17:42:33
01JHCS6AAT8YDQ9RP10XFAGCRV,Chuyển phát Thương mại điện tử,01F8A2DCXH5CD5Z87BKTZST1Y7,250.01,500,0,0,IN_PROVINCE,30000,2024-12-27 17:14:59,2025-01-12 15:13:38
01JHCX4A924QCT6KCNNMNY6W1R,Chuyển phát Thương mại điện tử,01F8A2DCXH5CD5Z87BKTZST1Y7,30000,100000,500,4500,OUT_PROVINCE,327000,2024-12-27 17:14:59,2025-01-12 16:22:26
01JHDFZPAAGHYQD3B1NM3N41Z2,Chuyển phát Tiết kiệm,01F8A2DCXH5CD5Z87BKTZST1Y6,2000.01,30000,500,4000,OUT_PROVINCE,40000,2024-12-27 17:14:59,2025-01-12 21:51:51
01JHJTNXZBGPAJHKV3J912NB5F,Chuyển phát Tiết kiệm,01F8A2DCXH5CD5Z87BKTZST1Y6,1500.01,2000,0,0,OUT_PROVINCE,40000,2024-12-27 17:14:59,2025-01-14 23:34:56
0A724BF79FF74D4CA4BA6013A7,Chuyển phát Thương mại điện tử,01F8A2DCXH5CD5Z87BKTZST1Y7,0,250,0,0,IN_PROVINCE,28000,2024-12-27 17:14:59,2024-12-27 17:22:29
19201A2C2F4C4E81A1B74984D6,Chuyển phát Tiết kiệm,01F8A2DCXH5CD5Z87BKTZST1Y6,2000.01,30000,500,2100,IN_PROVINCE,36000,2024-12-27 17:14:59,2024-12-27 17:14:59
206CC0B9561445558AABD04BA0,Chuyển phát Thương mại điện tử,01F8A2DCXH5CD5Z87BKTZST1Y7,0,250,0,0,OUT_PROVINCE,31000,2024-12-27 17:14:59,2024-12-27 17:22:29
21C545B2878344E5ACE0ECA35D,Chuyển phát Thương mại điện tử,01F8A2DCXH5CD5Z87BKTZST1Y7,500.01,30000,500,5000,OUT_PROVINCE,32000,2024-12-27 17:14:59,2024-12-27 17:14:59
38D3FBAAD2EF44C39E8ACF424B,Chuyển phát Tiết kiệm,01F8A2DCXH5CD5Z87BKTZST1Y6,1000.01,1500,0,0,IN_PROVINCE,31000,2024-12-27 17:14:59,2024-12-27 17:22:29
3D7E0795E5F64CD79FFFB3C9ED,Chuyển phát Thương mại điện tử,01F8A2DCXH5CD5Z87BKTZST1Y7,30000,100000,500,2000,IN_PROVINCE,207000,2024-12-27 17:14:59,2024-12-27 17:14:59
4D8DAFD367A646D98C617BA7EF,Chuyển phát Tiết kiệm,01F8A2DCXH5CD5Z87BKTZST1Y6,1000.01,1500,0,0,OUT_PROVINCE,36000,2024-12-27 17:14:59,2024-12-27 17:22:29
613DFFB1AC2A411B8F2C28FEF7,Chuyển phát Tiết kiệm,01F8A2DCXH5CD5Z87BKTZST1Y6,30000,100000,500,3500,OUT_PROVINCE,264000,2024-12-27 17:14:59,2024-12-27 17:14:59
71CFCF3628C547259E76CCD61C,Chuyển phát Tiết kiệm,01F8A2DCXH5CD5Z87BKTZST1Y6,500.01,1000,0,0,OUT_PROVINCE,32000,2024-12-27 17:14:59,2024-12-27 17:22:29
76E75B4980AC4EBDBEF88BA186,Chuyển phát Tiết kiệm,01F8A2DCXH5CD5Z87BKTZST1Y6,250.01,500,0,0,IN_PROVINCE,23000,2024-12-27 17:14:59,2024-12-27 17:22:29
7AC927C2188E4B31B741187437,Chuyển phát Tiết kiệm,01F8A2DCXH5CD5Z87BKTZST1Y6,30000,100000,500,2000,IN_PROVINCE,153600,2024-12-27 17:14:59,2024-12-27 17:14:59
